"id","name","top","bottom","dry_hue","dry_value","dry_chroma","moist_hue","moist_value","moist_chroma"
"DANDAN","Btl",13,30,"5YR","4","4","5YR","3","4"
"DANHUNT","Oi",8,0,NA,NA,NA,NA,NA,NA
"DARBY","0i",3,13,NA,NA,NA,NA,NA,NA
"DECY","01",3,5,NA,NA,NA,NA,NA,NA
"DECY","Bwl",20,38,"10YR","5","3","10YR","3","3"
"DEEFAN","2Bqkl",66,109,"10YR","7","2","10YR","4","3"
"DEKKAS","Oi",5,0,NA,NA,NA,NA,NA,NA
"DELHI","Cl",0,53,"10YR","6","3","10YR","5","3"
"DELLEKER","02",8,0,NA,NA,NA,NA,NA,NA
"DELP","Btl",3,15,"10YR","6","2","10YR","5","3"
"DELP","Cl",48,69,"10YR","7","2","10YR","5","2"
"DEMOGUL","Oi",5,0,NA,NA,NA,NA,NA,NA
"DEMOX","0",3,0,NA,NA,NA,NA,NA,NA
"DEPNER","Oi",5,0,NA,NA,NA,NA,NA,NA
"DEVILS","Al",0,3,"10YR","5","2","10YR","3","2"
"DEWMINE","0",3,5,NA,NA,NA,NA,NA,NA
"DEWMINE","R",NA,1554,NA,NA,NA,NA,NA,NA
"DIPSEA","02",23,30,NA,NA,NA,NA,NA,NA
"DITCHCAMP","A1",0,18,NA,NA,NA,"lOYR","5","3"
"DOCAS","Apl",0,8,"lOYR","6","1","2.5Y","3","2"
"DOCAS","Ap2",8,23,"lOYR","6","1","2.5Y","3","2"
"DOCAS","A13",23,58,"lOYR","6","1","2.5Y","3","2"
"DOCAS","Cl",58,107,"2.5Y","7","2","2.5Y","4","2"
"DOME","0",5,0,NA,NA,NA,NA,NA,NA
"DOMENGINE","Al",0,15,"10YR","5","4","10YR","3","3"
"DOODLELINK","Bwl",15,30,NA,NA,NA,"10YR","4","3"
"DOUGCITY","Oi",3,0,NA,NA,NA,NA,NA,NA
"DRIT","Al",0,5,"10YR","5","2","10YR","3","2"
"DRYVALLEY","Al",0,5,"10YR","6","2","10YR","4","2"
"DUCKHILL","0i",0,2,NA,NA,NA,NA,NA,NA
"DUCKHILL","Al",2,11,"10YR","4","2","7.5YR","3","2"
"DUFF","Al",0,18,"10YR","5","2","10YR","3","1"
"DUNSMUIR","Btl",13,28,NA,NA,NA,"5YR","4","6"
"DUNSMUIR","Cr",114,NA,NA,NA,NA,"2.5YR","4","6"
"DUNSMUIR","0",NA,0,NA,NA,NA,NA,NA,NA
"DUZEL","A12",10,20,"lOYR","4","3","lOYR","3","2"
"DUZEL","A3",20,33,"lOYR","4","3","7.5YR","3","2"
"DUZEL","All",NA,10,"lOYR","4","3","lOYR","3","2"
"ELAM","Oe",5,0,NA,NA,NA,NA,NA,NA
"ELCAPITAN","2Abl",18,30,"10YR","4","2","10YR","3","2"
"ESPARTO","Ap",0,25,"1OYR","6","3","1OYR","4","3"
"ESPARTO","B1",25,64,"1OYR","6","3","1OYR","4","3"
"ESPARTO","B2t",64,94,"1OYR","6","4","1OYR","4","4"
"ESPARTO","IIC1",94,117,"1OYR","6","4","1OYR","4","4"
"ESPARTO","IIC2",117,147,"1OYR","6","4","1OYR","5","4"
"EUER","01",5,0,NA,NA,NA,NA,NA,NA
