"id","ac","benchmarksoilflag","soiltaxclasslastupdated","depthErrors","ocrErrors"
"PAWCATUCK",31307,FALSE,2000,FALSE,TRUE
"WESTBROOK",23828,TRUE,2000,FALSE,TRUE
"SHAKER",14259,FALSE,1999,FALSE,TRUE
